OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
157754,04092015521,NOODLES & COMPANY,200 CROSSROADS  BLVD ,STE 110,CARY,NC,27518,(919) 851-5080,2009-11-02T00:00:00.000Z,Restaurant,8317,-78.74109738,35.76025037,M
157755,04092021943,KANGAROO EXPRESS # 2720823,5801  TRYON  RD ,,CARY,NC,27518,(919) 859-5800,2016-02-17T00:00:00.000Z,Food Stand,19166,-78.73858612,35.74524027,M
157756,04092016357,TAZIKI'S,302 COLONADES  WAY ,Ste 201,CARY,NC,27518,(919) 415-0447,2013-01-28T00:00:00.000Z,Restaurant,9712,-78.77756307,35.73853619,M
157757,04092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015-06-22T00:00:00.000Z,Restaurant,17488,-78.76236898,35.74415808,M
157758,04092021585,HARRIS TEETER #331 DELI/BAKERY,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009-09-24T00:00:00.000Z,Food Stand,10445,-78.79278417,35.70189107,M
157759,04092016856,Pizza Hut #9214,2026 KILDAIRE FARM ROAD,,CARY,NC,27518,(919) 851-7777,2015-01-23T00:00:00.000Z,Restaurant,11224,-78.78068706,35.73567462,M
157760,04092021575,THE CRESCENT,8003 REGENCY PKY ,,CARY,NC,27518,(919) 450-8310,2009-07-15T00:00:00.000Z,Food Stand,2406,-78.79540806,35.72902721,M
157761,04092017320,BJ'S RESTAURANT,5707 DILLARD DR ,,CARY,NC,27518,(919) 710-8170,2016-09-12T00:00:00.000Z,Restaurant,14859,-78.74369156,35.75540712,M
157762,04092017076,TROPICAL SMOOTHIE CAFE #NC22,2028 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 977-9506,2015-11-03T00:00:00.000Z,Restaurant,21074,-78.78068706,35.73567462,M
157763,04092016547,Brothers of New York,3450-158 Kildaire Farm  RD ,,CARY,NC,27518,(919) 387-7711,2013-11-19T00:00:00.000Z,Restaurant,14540,-78.79459675,35.70408006,M
157764,04092021584,HARRIS TEETER #331 PRODUCE,3430 TEN TEN RD ,,CARY,NC,27518,(919) 387-8272,2009-09-24T00:00:00.000Z,Food Stand,7173,-78.79278417,35.70189107,M
157765,04092021693,WALMART DELI #2247,2010 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 852-6651,2011-11-08T00:00:00.000Z,Food Stand,15297,-78.78211173,35.73717592,M
157766,04092021944,KANGAROO EXPRESS #2720914,1001 SE CARY PKY ,,CARY,NC,27518,(919) 851-6683,2016-02-17T00:00:00.000Z,Food Stand,19167,-78.76310787,35.74508788,M
157767,04092017688,Kale Me Crazy,302 Colonades WAY ,Suite 209,CARY,NC,27518,(919) 200-2960,2017-06-28T00:00:00.000Z,Restaurant,21119,-78.77756307,35.73853619,M
157768,04092018094,CHICK-FIL-A #1218,411 COLONADES WAY ,,CARY,NC,27518,(919) 816-8222,2019-05-01T00:00:00.000Z,Restaurant,16135,-78.77696357,35.7406098,M
157769,04092017943,MCDONALDS #27548,3494 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 363-9960,2018-09-28T00:00:00.000Z,Restaurant,12910,-78.79563566,35.70411834,M
157770,04092018101,Cava Grill #087,2001 WALNUT ST,Suite 100,CARY,NC,27518,,2019-05-14T00:00:00.000Z,Restaurant,15412,-78.74142861,35.75880896,M
157771,04092017030,CHIPOTLE 2485,204 CROSSROADS BLVD ,SUITE 212,CARY,NC,27518,(919) 233-8242,2015-09-14T00:00:00.000Z,Restaurant,21136,-78.74109738,35.76025037,M
157772,04092017994,Buldaegi BBQ House,2470 Walnut ST ,,CARY,NC,27518,(919) 703-0400,2018-12-07T00:00:00.000Z,Restaurant,18883,-78.74427315,35.75323584,M
157773,04092017286,NILE CAFE,8204 TRYON WOODS DR ,SUITE 111,CARY,NC,27518,(919) 229-4664,2016-07-28T00:00:00.000Z,Restaurant,16118,-78.74322582,35.74716614,M
157774,04092021961,PUBLIX #1520 MEAT/SEAFOOD,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016-05-23T00:00:00.000Z,Food Stand,12555,-78.79652253,35.70711378,M
157775,04092016808,HARRIS TEETER #257 STARBUCKS,2080 KILDAIRE FARM ROAD,,CARY,NC,27518,(919) 233-9483,2014-11-10T00:00:00.000Z,Restaurant,15114,-78.78068706,35.73567462,M
157776,04092016091,ENRIGO ITALIAN BISTRO,575 New Waverly PL ,STE 106,CARY,NC,27518,(919) 854-7731,2012-01-25T00:00:00.000Z,Restaurant,17877,-78.77756307,35.73853619,M
157777,04092017229,CAFE SAGE @HOLIDAY INN CARY,5630 DILLARD DR ,,CARY,NC,27518,(919) 851-1220,2016-05-26T00:00:00.000Z,Restaurant,16770,-78.73628587,35.75553675,M
157778,04092017680,SZECHUAN TASTE,6404 TRYON RD ,,CARY,NC,27518,(919) 706-5862,2017-09-26T00:00:00.000Z,Restaurant,12529,-78.7607936,35.74449898,M
157779,04092021862,PAPA MURPHY'S NC046,3434 KILDAIRE FARMS RD ,SUITE 127,CARY,NC,27518,(919) 387-3500,2015-07-17T00:00:00.000Z,Food Stand,13133,-78.79563891,35.70595934,M
157780,04092014851,Residence Inn by Marriott Foodservice,2900 Regency PKY,,CARY,NC,27518,(919) 467-4080,2007-03-20T00:00:00.000Z,Restaurant,13146,-78.78922863,35.73280344,M
157781,04092021105,Lip Service,311 ASHVILLE AVE ,Ste J,CARY,NC,27518,(919) 859-8100,2001-12-10T00:00:00.000Z,Food Stand,1897,-78.78493778,35.73790672,M
157782,04092021511,Harris Teeter #330 Produce,1151 Tryon Village DR ,,CARY,NC,27518,(919) 233-3476,2008-02-21T00:00:00.000Z,Food Stand,7016,-78.74322582,35.74716614,M
157783,04092015654,Craft Public House,1040 TRYON VILLAGE DR ,STE 601,CARY,NC,27518,(919) 851-9173,2010-05-04T00:00:00.000Z,Restaurant,18693,-78.74469033,35.7463126,M
157784,04092015124,"Ruckus Pizza, Pasta & Spirits",8111-208 Tryon Woods  DR ,,CARY,NC,27518,(919) 851-3999,2008-05-02T00:00:00.000Z,Restaurant,5796,-78.74266974,35.7468093,M
157785,04092016337,THE CARY PUB,6454  TRYON  RD ,,CARY,NC,27518,(919) 859-1070,2013-01-18T00:00:00.000Z,Restaurant,9242,-78.7615544,35.74559939,M
157786,04092015349,GENKI RESTAURANT & SUSHI BAR,3420 TEN TEN RD ,Suit 314,CARY,NC,27518,(919) 363-6636,2009-03-04T00:00:00.000Z,Restaurant,13192,-78.79278417,35.70189107,M
157787,04092016766,FAMOUS TOASTERY,316 COLONADES WAY ,SUITE 201,CARY,NC,27518,(919) 655-1971,2014-09-22T00:00:00.000Z,Restaurant,15785,-78.77756307,35.73853619,M
157788,04092014858,Moe's Southwest Grill #683,280 Meeting ST ,Ste 101,CARY,NC,27518,(919) 854-1111,2007-04-30T00:00:00.000Z,Restaurant,12389,-78.74478781,35.75666346,M
157789,04092017829,DUNKIN DONUTS #347837,3511 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 367-9949,2018-04-24T00:00:00.000Z,Restaurant,14794,-78.79278417,35.70189107,M
157790,04092016427,GINGER ASIAN CUISINE,2048 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 859-8998,2013-05-21T00:00:00.000Z,Restaurant,18695,-78.78068706,35.73567462,M
157791,04092021962,PUBLIX #1520 PRODUCE,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016-05-23T00:00:00.000Z,Food Stand,15069,-78.79652253,35.70711378,M
157792,04092021947,HARRIS TEETER #331 STARBUCKS,3430 TEN TEN RD ,,CARY,NC,27518,(391) 938-8272,2016-02-26T00:00:00.000Z,Food Stand,18683,-78.79278417,35.70189107,M
157793,04092017243,TENKO JAPAN,280 MEETING ST ,#103,CARY,NC,27518,(984) 200-0569,2016-06-17T00:00:00.000Z,Restaurant,12870,-78.74478781,35.75666346,M
157794,04092017613,GONZA TACOS Y TEQUILA,525 NEW WAVERLY PL ,SUITE 104,CARY,NC,27518,(919) 653-7310,2017-05-02T00:00:00.000Z,Restaurant,21306,-78.77756307,35.73853619,M
157795,04092017148,Circle K #1516/SUBWAY #4286,3505  KILDAIRE FARM RD ,,CARY,NC,27518,(919) 363-8103,2016-02-17T00:00:00.000Z,Restaurant,18681,-78.79384541,35.70271047,M
157796,04092017574,COMFORT SUITES REGENCY PARK BREAKFAST,350 ASHVILLE AVE ,,CARY,NC,27518,(919) 852-4318,2017-04-20T00:00:00.000Z,Restaurant,6734,-78.78677064,35.73904806,M
157797,04092018027,Starbucks #49535,3460 Kildaire Farm RD ,,Cary,NC,27518,,2019-01-15T00:00:00.000Z,Restaurant,17286,-78.7954098,35.70489163,M
157798,04092016833,SUBWAY #3151,311 CROSSROADS BLVD ,,CARY,NC,27518,(919) 851-9594,2014-12-31T00:00:00.000Z,Restaurant,18356,-78.73871452,35.76064286,M
157799,04092015133,Cobblestone @ Koka Booth Amphitheatre,8003 Regency PKY ,,CARY,NC,27518,(919) 459-8310,2008-05-21T00:00:00.000Z,Restaurant,20260,-78.79540806,35.72902721,M
157800,04092017880,Mod Pizza Waverly,316 Colonades WAY ,,CARY,NC,27518,(919) 241-7200,2018-06-15T00:00:00.000Z,Restaurant,21286,-78.77756307,35.73853619,M
157801,04092017775,Dominos #8903,1183 W Chatham ST ,,CARY,NC,27518,(919) 467-4222,2018-01-10T00:00:00.000Z,Restaurant,18565,-78.80690314,35.77079471,M
157802,04092017539,HAMPTON INN RALEIGH/CARY BREAKFAST,201 ASHVILLE AVE ,,CARY,NC,27518,(919) 859-5559,2017-02-28T00:00:00.000Z,Restaurant,6633,-78.78426862,35.73925014,M
157803,04092015641,CHEF'S PALETTE,3460 TEN TEN RD ,,CARY,NC,27518,(919) 267-6011,2010-06-02T00:00:00.000Z,Restaurant,15331,-78.79278417,35.70189107,M
157804,04092018057,FRIDA'S PATIO MEXICAN CUISINE,3470 KILDAIRE FARM RD ,SUITE 160,CARY,NC,27518,(919) 267-9477,2019-02-20T00:00:00.000Z,Restaurant,15205,-78.79652253,35.70711378,T
157805,04092017749,Tropical Smoothie Cafe,228 Crossroads BLVD ,,Cary,NC,27518,(919) 651-8379,2017-11-29T00:00:00.000Z,Restaurant,21396,-78.73871452,35.76064286,M
157806,04092021510,Harris Teeter #330 Meat/Seafood,1151 Tryon Village  DR ,,CARY,NC,27518,(919) 233-3476,2008-02-21T00:00:00.000Z,Food Stand,4426,-78.74322582,35.74716614,M
157807,04092017818,Firehouse Subs #1530,2222 Walnut ST ,,CARY,NC,27518,(919) 322-1986,2018-03-27T00:00:00.000Z,Restaurant,21420,-78.74288401,35.75542976,M
157808,04092014353,NYBD III,2050 Kildaire Farm RD ,,CARY,NC,27518,(919) 851-9050,2005-07-13T00:00:00.000Z,Restaurant,4004,-78.78068706,35.73567462,M
157809,04092020927,BJ's Wholesale Club Deli & Meat Market,2370 WALNUT ST ,,CARY,NC,27518,(919) 854-2777,2000-03-31T00:00:00.000Z,Food Stand,1075,-78.74427315,35.75323584,M
157810,04092017669,FIRST CHINA RESTAURANT,6452 TRYON  RD ,,CARY,NC,27518,(919) 852-5857,2017-08-25T00:00:00.000Z,Restaurant,15960,-78.7615544,35.74559939,M
157811,04092016889,Fresca Cafe' and Gelato,302  Colonades Way ,,CARY,NC,27518,(919) 851-8171,2015-04-02T00:00:00.000Z,Restaurant,19878,-78.77756307,35.73853619,M
157812,04092015523,BOCCI TRATTORIA & PIZZERIA,2425 KILDAIRE FARM  RD ,STE 201,CARY,NC,27518,(919) 803-5358,2009-11-19T00:00:00.000Z,Restaurant,7903,-78.77660452,35.72829275,M
157813,04092021963,PUBLIX #1520 DELI,3480 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 303-4024,2016-05-23T00:00:00.000Z,Food Stand,21514,-78.79652253,35.70711378,M
157814,04092017741,Shuckin' Shack,1010 Tryon Village DR ,Suite 705,Cary,NC,27518,(984) 232-8463,2017-11-13T00:00:00.000Z,Restaurant,21064,-78.7453538,35.74635942,M
157815,04092018132,Burger Fi,2001 WALNUT ST,101,CARY,NC,27518-9205,(919) 900-8959,2019-07-08T00:00:00.000Z,Restaurant,16580,-78.74142861,35.75880896,M
157816,04092017625,PERSIS INDIAN GRILL,1116 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 378-1819,2017-05-30T00:00:00.000Z,Restaurant,11160,-78.88929435,35.84836238,M
157817,04092017721,LaFarm Bakery & Cafe W.F. West Cary,5055 Arco ST ,,Cary,NC,27519,(984) 228-0300,2017-11-03T00:00:00.000Z,Restaurant,13501,-78.88191924,35.83347908,M
157818,04092017726,Whole Foods Market #10611 Meat/Seafood,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017-11-03T00:00:00.000Z,Restaurant,14728,-78.88191924,35.83347908,M
157819,04092016464,SUBWAY #57792,2736 NC HWY 55 ,,CARY,NC,27519,(919) 521-8541,2013-07-16T00:00:00.000Z,Restaurant,12760,-78.87103723,35.78548764,M
157820,04092017728,Whole Foods Market #10611 Specialty,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017-11-03T00:00:00.000Z,Restaurant,9833,-78.88191924,35.83347908,M
157821,04092018007,Sushi at the Park,1163 Parkside Main ST ,,Cary,NC,27519,(984) 333-0199,2018-12-03T00:00:00.000Z,Restaurant,18938,-78.88929435,35.84836238,M
157822,04092017509,SZECHUAN HEAT,1216 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-0888,2017-02-02T00:00:00.000Z,Restaurant,10959,-78.88929435,35.84836238,M
157823,04092025232,Publix 1552 Produce,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018-11-02T00:00:00.000Z,Food Stand,18937,-78.90353481,35.82487513,M
157824,04092016270,DOHERTY'S IRISH PUB & RESTAURANT,1979 HIGH HOUSE RD ,,CARY,NC,27519,(919) 388-9930,2012-10-01T00:00:00.000Z,Restaurant,14683,-78.84865444,35.78921622,M
157825,04092016652,JERSEY MIKE'S SUBS,7177 OKELLY CHAPEL RD ,,CARY,NC,27519,(919) 388-2200,2014-03-21T00:00:00.000Z,Restaurant,8173,-78.88824644,35.84415135,M
157826,04092016998,KABABISH CAFE,201 W CHATHAM ST ,SUITE 103,CARY,NC,27519,(919) 377-8794,2015-08-05T00:00:00.000Z,Restaurant,13644,-78.78390015,35.78664712,M
157827,04092017758,Dickey's Barbeque #1496,1102 Parkside Main ST ,,Cary,NC,27519,(919) 342-0212,2017-12-06T00:00:00.000Z,Restaurant,8363,-78.88929435,35.84836238,M
157828,04092017779,Whichwich,1130 Parkside Main ST ,,Cary,NC,27519,(919) 694-5800,2018-01-19T00:00:00.000Z,Restaurant,8397,-78.88929435,35.84836238,M
157829,04092016900,BRIXX 700,1111 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 923-4731,2015-03-30T00:00:00.000Z,Restaurant,8426,-78.88929435,35.84836238,M
157830,04092017203,CHUY'S #72,1035 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 388-7453,2016-04-12T00:00:00.000Z,Restaurant,16818,-78.88869026,35.84658961,M
157831,04092017481,ANOTHER BROKEN EGG CAFE,1103 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-0718,2016-12-04T00:00:00.000Z,Restaurant,10787,-78.88929435,35.84836238,M
157832,04092017720,Built Custom Burgers,5033 Arco ST ,,Cary,NC,27519,(919) 378-2775,2017-11-03T00:00:00.000Z,Restaurant,9832,-78.88191924,35.83347908,M
157833,04092025275,LOVE BAO TAIWANESE KITCHEN,1961 High House RD ,,CARY,NC,27519,(919) 622-3586,2019-07-22T00:00:00.000Z,Food Stand,18831,-78.84865444,35.78921622,M
157834,04092021457,USA Baseball Concession Stand,250 Brooks Park LN ,,CARY,NC,27519,(919) 387-5844,2007-06-14T00:00:00.000Z,Food Stand,8492,-78.89258988,35.79722243,M
157835,04092021397,Harris Teeter #138 Produce,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006-09-05T00:00:00.000Z,Food Stand,14561,-78.85187583,35.79044843,M
157836,04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,11555 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,,2009-11-13T00:00:00.000Z,Public School Lunchrooms,10671,-78.89958887,35.85921377,M
157837,04092017195,STARBUCKS #23309,1015 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-8062,2016-04-07T00:00:00.000Z,Restaurant,8570,-78.88790674,35.84638553,M
157838,04092015942,RED BOWL ASIAN BISTRO,2020 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 388-9977,2011-05-18T00:00:00.000Z,Restaurant,14523,-78.84859346,35.79156535,M
157839,04092018100,Sweetwaters Coffee & Tea,726 SLASH PINE DR,,CARY,NC,27519,,2019-05-14T00:00:00.000Z,Restaurant,18815,-78.90892711,35.83075427,M
157840,04092016945,PANERA #1806,1004 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 337-0020,2015-06-04T00:00:00.000Z,Restaurant,8870,-78.88643041,35.84618552,M
157841,04092017204,THE HICKORY TAVERN #26,1156 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-7802,2016-04-12T00:00:00.000Z,Restaurant,10455,-78.88929435,35.84836238,M
157842,04092017871,BRIXX BRADFORD,14112 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 336-1111,2018-07-02T00:00:00.000Z,Restaurant,8988,-78.84558396,35.79325638,M
157843,04092016936,BURGER 21,14220 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 462-0900,2015-06-01T00:00:00.000Z,Restaurant,14402,-78.84558396,35.79325638,M
157844,04092025234,Publix 1552 Meat,425 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018-11-02T00:00:00.000Z,Food Stand,9094,-78.90353481,35.82487513,M
157845,04092017922,Clean Eatz,1856 Boulderstone WAY ,,CARY,NC,27519,(919) 650-1897,2018-08-23T00:00:00.000Z,Restaurant,14379,-78.84859346,35.79156535,M
157846,04092021496,Harris Teeter #298 Deli/Bakery,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007-12-13T00:00:00.000Z,Food Stand,9232,-78.90107787,35.82060358,M
157847,04092016243,SNACK SHOP,4101 HWY 55 ,,CARY,NC,27519,(919) 380-8403,2012-09-12T00:00:00.000Z,Restaurant,9243,0,0,U
157848,04092017729,Whole Foods Market #10611 Produce,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017-11-03T00:00:00.000Z,Restaurant,9268,-78.88191924,35.83347908,M
157849,04092013627,China Wok,2753 NC Hwy 55,,CARY,NC,27519,(919) 387-9599,2002-07-19T00:00:00.000Z,Restaurant,654,-78.87109371,35.78605234,M
157850,04092022014,HARRIS TEETER #298 STARBUCKS,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2017-05-16T00:00:00.000Z,Food Stand,10166,-78.90107787,35.82060358,M
157851,04092021996,H Mart Meat Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,10060,-78.84865444,35.78921622,M
157852,04092030350,Burger 21 (WCID #617),14220 Bradford Green Square ,,CARY,NC,27519,(919) 462-0900,2017-11-17T00:00:00.000Z,Mobile Food Units,9396,-78.84558396,35.79325638,M
157853,04092025283,H Mart Thai Koon Nine,1961 HIGH HOUSE RD,,CARY,NC,27519,,2019-09-23T00:00:00.000Z,Restaurant,14279,-78.84865444,35.78921622,M
157854,04092017162,JIMMY JOHN'S #3436,2012 BOULDERSTONE WAY ,,CARY,NC,27519,(919) 461-0171,2016-02-23T00:00:00.000Z,Restaurant,18682,-78.84859346,35.79156535,M
157855,04092021792,Harris Teeter #236 - Deli,7145 O'Kelly Chapel RD ,,CARY,NC,27519,(919) 465-9432,2014-06-06T00:00:00.000Z,Food Stand,9470,-78.88824644,35.84415135,M
157856,04092015299,SPRING KITCHEN,10110 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 462-1388,2008-12-05T00:00:00.000Z,Restaurant,9519,-78.90107787,35.82060358,M
157857,04092110491,MILLS PARK MIDDLE SCHOOL CAFETERIA,441 MILLS PARK DR ,,CARY,NC,27519,(919) 856-2918,2010-04-23T00:00:00.000Z,Public School Lunchrooms,19175,-78.89608156,35.81195655,M
157858,04092016899,NOODLES 865,1120 PARKSIDE MAIN ST.,,CARY,NC,27519,(919) 466-0900,2015-03-30T00:00:00.000Z,Restaurant,19882,-78.88929435,35.84836238,M
157859,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,20128,-78.84865444,35.78921622,M
157860,04092018049,Lemon Shark Poke,2000 Boulderstone WAY ,,Cary,NC,27519,(984) 333-0066,2019-02-05T00:00:00.000Z,Restaurant,20578,-78.84859346,35.79156535,M
157861,04092018188,DUNKIN' DONUTS #350706,10030 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 481-4477,2019-09-27T00:00:00.000Z,Restaurant,20611,-78.90107787,35.82060358,M
157862,04092016927,SHEETZ 555,4010 CONVENIENCE LN ,,CARY,NC,27519,(919) 316-7779,2015-04-24T00:00:00.000Z,Restaurant,20715,-78.89476815,35.86024024,M
157863,04092021398,Harris Teeter #138 Deli,98 Cornerstone DR ,,CARY,NC,27519,(919) 467-1259,2006-09-05T00:00:00.000Z,Food Stand,20742,-78.85187583,35.79044843,M
157864,04092014708,Starbucks Coffee #9364,2840 NC HWY 55,,CARY,NC,27519,(919) 387-3482,2006-10-23T00:00:00.000Z,Restaurant,20745,-78.8706007,35.78940016,M
157865,04092014624,Chick-fil-A #1749,1000 Valleystone DR ,,CARY,NC,27519,(919) 465-0699,2006-07-05T00:00:00.000Z,Restaurant,18593,-78.85027134,35.79062803,M
157866,04092017491,MOE'S SOUTHWEST GRILL #100789,5020 ARCO ST ,,CARY,NC,27519,(919) 230-1720,2016-12-16T00:00:00.000Z,Restaurant,21238,-78.88191924,35.83347908,M
157867,04092014375,Hong Kong #1 Chinese Restaurant,2720 NC HWY 55 ,,CARY,NC,27519,(919) 363-2828,2005-09-02T00:00:00.000Z,Restaurant,21242,-78.87112496,35.7849366,M
157868,04092017487,JOHNNY'S PIZZA,96 CORNERSTONE DR ,,CARY,NC,27519,(919) 460-5566,2016-12-02T00:00:00.000Z,Restaurant,21276,-78.85232757,35.79108879,M
157869,04092021994,H Mart RTC Department,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,21278,-78.84865444,35.78921622,M
157870,04092018202,BREEZE THRU #30005,5016 Commons Hill DR ,,CARY,NC,27519,(919) 462-8316,2019-10-16T00:00:00.000Z,Restaurant,21538,-78.87216538,35.80199412,M
157871,04092016810,HIGHCRAFT BEER MARKET,2716 HWY. 55,,CARY,NC,27519,(919) 267-6593,2014-11-13T00:00:00.000Z,Restaurant,21835,0,0,U
157872,04092110150,Carpenter Elementary School Cafeteria,2100 Morrisville Pky ,,CARY,NC,27519,(919) 462-6785,2004-08-04T00:00:00.000Z,Public School Lunchrooms,1393,-78.86688348,35.81490927,M
157873,04092021794,Harris Teeter #236 - Meat/Seafood,7145 O'Kelly Chapel RD ,,CARY,NC,27519,,2014-06-06T00:00:00.000Z,Food Stand,16526,-78.88824644,35.84415135,M
157874,04092013823,THE URBAN TURBAN,2757 NC Hwy 55,,CARY,NC,27519,(919) 367-0888,2003-06-23T00:00:00.000Z,Restaurant,1566,-78.87107564,35.78619044,M
157875,04092018079,Courtyard by Marriott Parkside Town Commons Food Service,1008 Parkside Main ST ,,Cary,NC,27519,(919) 659-1250,2019-03-21T00:00:00.000Z,Restaurant,18227,-78.88576102,35.84626616,M
157876,04092110533,Alston Ridge Middle School Cafeteria,7833 Fussell AVE ,,CARY,NC,27519,,2019-06-28T00:00:00.000Z,Public School Lunchrooms,17935,-78.90509106,35.85575712,M
157877,04092110125,Green Hope Elementary Cafeteria,2700  Louis Stephens RD ,,CARY,NC,27519,(918) 338-5285,2000-08-11T00:00:00.000Z,Public School Lunchrooms,2195,-78.8608763,35.8017001,M
157878,04092021495,Harris Teeter #298 Produce,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007-12-13T00:00:00.000Z,Food Stand,2263,-78.90107787,35.82060358,M
157879,04092021200,Thomas Brooks Park,111 Brooks Park Ln ,,CARY,NC,27519,(919) 621-8410,2003-06-23T00:00:00.000Z,Food Stand,2308,-78.89913516,35.79551424,M
157880,04092017938,SoHot,1937 High House RD ,,Cary,NC,27519,(919) 469-5510,2018-09-20T00:00:00.000Z,Restaurant,16290,-78.84865444,35.78921622,M
157881,04092021497,Harris Teeter #298 Meat Seafood,10140 GREEN LEVEL CHURCH RD ,,CARY,NC,27519,(919) 460-3126,2007-12-13T00:00:00.000Z,Food Stand,2531,-78.90107787,35.82060358,M
157882,04092017815,Pastries N Chaat,2711 NC Hwy 55 ,,Cary,NC,27519,(919) 367-6852,2018-03-09T00:00:00.000Z,Restaurant,17820,-78.87131578,35.78460717,M
157883,04092018004,Publix 1552 Deli,1552 Emissary DR ,,CARY,NC,27519,(919) 388-7201,2018-11-07T00:00:00.000Z,Restaurant,17805,0,0,U
157884,04092021793,HARRIS TEETER #236 - PRODUCE,7145 O'KELLY CHAPEL RD ,,CARY,NC,27519,,2014-06-06T00:00:00.000Z,Food Stand,14101,-78.88824644,35.84415135,M
157885,04092017092,CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 466-9525,2015-11-17T00:00:00.000Z,Restaurant,17530,-78.88733312,35.84521706,M
157886,04092017626,NO. 1 PHO,5025 ARCO ST ,,CARY,NC,27519,(919) 297-2975,2017-06-01T00:00:00.000Z,Restaurant,14018,-78.88191924,35.83347908,M
157887,04092018037,Sophie's Grill and Bar,2734 NC 55 ,,Cary,NC,27519,(919) 355-2377,2019-01-24T00:00:00.000Z,Restaurant,21848,-78.87104808,35.78541877,M
157888,04092021992,H Mart Kangnam Town,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T00:00:00.000Z,Food Stand,17301,-78.84865444,35.78921622,M
157889,04092016807,TAZIKI'S RTP,7161 O'KELLY CHAPEL ROAD,,CARY,NC,27519,(919) 371-2693,2014-11-13T00:00:00.000Z,Restaurant,17200,-78.88824644,35.84415135,M
157890,04092018010,Levity Raleigh,1224 Parkside Main ST ,,Cary,NC,27519,,2018-12-21T00:00:00.000Z,Restaurant,17167,-78.88929435,35.84836238,M
157891,04092110146,Highcroft Elementary Cafeteria,5415 Highcroft Dr ,,CARY,NC,27519,(919) 460-3580,2004-07-12T00:00:00.000Z,Public School Lunchrooms,4123,-78.88408977,35.8007194,M
157892,04092017573,BLUE FOX INDIAN CUISINE,2250 GATHERING PARK CIR ,,CARY,NC,27519,(919) 234-1387,2017-04-20T00:00:00.000Z,Restaurant,16946,-78.85752223,35.82041548,M
157893,04092110470,Mills Park Elementary Cafeteria,509 Mills Park DR ,,CARY,NC,27519,(919) 380-5925,2008-06-09T00:00:00.000Z,Public School Lunchrooms,4242,-78.89608156,35.81195655,M
157894,04092016979,FRANK THEATRES,1140 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 459-7117,2015-07-10T00:00:00.000Z,Restaurant,16904,-78.88929435,35.84836238,M
157895,04092017895,Anjappar,101 Ledgestone WAY ,,CARY,NC,27519,(919) 377-1473,2018-07-26T00:00:00.000Z,Restaurant,12518,-78.84803797,35.79230683,M
